ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
10445,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Γ",500,806,0.62,26,01/2025
10445,ΒΑΘΗΣ,"Κλάση A",0,62,0.00,2,01/2025
10445,ΒΑΘΗΣ,"Κλάση Γ",41,62,0.67,2,01/2025
10445,ΒΑΘΗΣ,"Κλάση Δ",85,62,1.37,2,01/2025
10445,ΘΥΜΑΡΑΚΙΑ,"Κλάση A","2,226",85183,0.03,2752,01/2025
10445,ΘΥΜΑΡΑΚΙΑ,"Κλάση Β","27,024",108970,0.25,3518,01/2025
10445,ΘΥΜΑΡΑΚΙΑ,"Κλάση Γ","8,102",13089,0.62,423,01/2025
10445,ΘΥΜΑΡΑΚΙΑ,"Κλάση Δ","2,056",1209,1.70,39,01/2025
10445,ΘΥΜΑΡΑΚΙΑ,"Κλάση Ε",544,62,8.78,2,01/2025
10445,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση A","1,691",62798,0.03,2029,01/2025
10445,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Β","20,484",81778,0.25,2638,01/2025
10445,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Γ","5,321",8711,0.61,281,01/2025
10445,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Δ","1,366",713,1.92,23,01/2025
10445,ΚΟΛΩΝΟΣ,"Κλάση A",152,5751,0.03,186,01/2025
10445,ΚΟΛΩΝΟΣ,"Κλάση Β","1,702",7068,0.24,228,01/2025
10445,ΚΟΛΩΝΟΣ,"Κλάση Γ",386,589,0.66,19,01/2025
10445,ΚΟΛΩΝΟΣ,"Κλάση Δ",206,155,1.33,5,01/2025
10445,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση A",49,1891,0.03,61,01/2025
10445,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση Β",609,2418,0.25,78,01/2025
10445,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση Γ",239,403,0.59,13,01/2025
10445,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση Δ",144,62,2.33,2,01/2025
10445,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση A",842,29760,0.03,963,01/2025
10445,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Β","8,070",33387,0.24,1077,01/2025
10445,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Γ","2,784",4316,0.64,140,01/2025
10445,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Δ","1,288",775,1.66,25,01/2025
10445,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Ε","1,356",155,8.75,5,01/2025
10445,ΣΕΠΟΛΙΑ,"Κλάση A",108,3720,0.03,120,01/2025
10445,ΣΕΠΟΛΙΑ,"Κλάση Β","1,334",5239,0.25,169,01/2025
10445,ΣΕΠΟΛΙΑ,"Κλάση Γ",410,682,0.60,22,01/2025
10445,"ΤΡΕΙΣ ΓΕΦΥΡΕΣ","Κλάση A",540,17267,0.03,558,01/2025
10445,"ΤΡΕΙΣ ΓΕΦΥΡΕΣ","Κλάση Β","7,828",30318,0.26,978,01/2025
10445,"ΤΡΕΙΣ ΓΕΦΥΡΕΣ","Κλάση Γ","2,591",4185,0.62,135,01/2025
10445,"ΤΡΕΙΣ ΓΕΦΥΡΕΣ","Κλάση Δ",677,434,1.56,14,01/2025
10446,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση A","1,839",76134,0.02,2463,01/2025
10446,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση Β","20,780",84585,0.25,2733,01/2025
10446,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση Γ","6,862",10833,0.63,350,01/2025
10446,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση Δ","1,677",1022,1.64,33,01/2025
10446,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση A",520,20340,0.03,657,01/2025
10446,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Β","5,687",23793,0.24,768,01/2025
10446,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Γ","1,781",2666,0.67,86,01/2025
10446,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Δ",959,558,1.72,18,01/2025
10446,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση A",514,21638,0.02,698,01/2025
10446,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση Β","6,472",26777,0.24,864,01/2025
10446,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση Γ","1,820",2797,0.65,91,01/2025
10446,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση Δ",705,434,1.62,14,01/2025
10446,ΘΥΜΑΡΑΚΙΑ,"Κλάση A","1,273",52509,0.02,1696,01/2025
10446,ΘΥΜΑΡΑΚΙΑ,"Κλάση Β","15,764",63815,0.25,2059,01/2025
10446,ΘΥΜΑΡΑΚΙΑ,"Κλάση Γ","4,828",7575,0.64,245,01/2025
10446,ΘΥΜΑΡΑΚΙΑ,"Κλάση Δ","1,307",772,1.69,25,01/2025
10446,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση A",268,10861,0.02,351,01/2025
10446,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Β","2,979",11893,0.25,384,01/2025
10446,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Γ","1,197",1860,0.64,60,01/2025
10446,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Δ",477,372,1.28,12,01/2025
10446,ΚΟΛΙΑΤΣΟΥ,"Κλάση A",14,496,0.03,16,01/2025
10446,ΚΟΛΙΑΤΣΟΥ,"Κλάση Β",112,465,0.24,15,01/2025
10446,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση A",411,16275,0.03,525,01/2025
10446,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Β","3,718",15290,0.24,494,01/2025
10446,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Γ",942,1543,0.61,50,01/2025
10446,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Δ",192,155,1.24,5,01/2025
10447,"ΑΓ. ΣΑΒΒΑΣ","Κλάση A",5,93,0.05,3,01/2025
10447,"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ","Κλάση A",37,1488,0.02,54,01/2025
10447,"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ","Κλάση Β",361,1488,0.24,56,01/2025
10447,"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ","Κλάση Γ",64,108,0.59,5,01/2025
10447,ΒΟΤΑΝΙΚΟΣ,"Κλάση A",49,2620,0.02,97,01/2025
10447,ΒΟΤΑΝΙΚΟΣ,"Κλάση Β",549,2119,0.26,78,01/2025
10447,ΒΟΤΑΝΙΚΟΣ,"Κλάση Γ",500,740,0.68,31,01/2025
10447,ΒΟΤΑΝΙΚΟΣ,"Κλάση Δ","1,156",653,1.77,27,01/2025
10447,ΒΟΤΑΝΙΚΟΣ,"Κλάση Ε","1,915",109,17.57,5,01/2025
10447,"ΠΡΟΦ. ΔΑΝΙΗΛ","Κλάση A",323,12514,0.03,438,01/2025
10447,"ΠΡΟΦ. ΔΑΝΙΗΛ","Κλάση Β","2,890",12345,0.23,447,01/2025
10447,"ΠΡΟΦ. ΔΑΝΙΗΛ","Κλάση Γ",978,1523,0.64,65,01/2025
10447,"ΠΡΟΦ. ΔΑΝΙΗΛ","Κλάση Δ","1,345",631,2.13,24,01/2025
10551,ΚΕΝΤΡΟ,"Κλάση A",242,14891,0.02,497,01/2025
10551,ΚΕΝΤΡΟ,"Κλάση Β","1,942",7919,0.25,274,01/2025
10551,ΚΕΝΤΡΟ,"Κλάση Γ","1,686",2466,0.68,92,01/2025
10551,ΚΕΝΤΡΟ,"Κλάση Δ","6,748",3209,2.10,114,01/2025
10551,ΚΕΝΤΡΟ,"Κλάση Ε","5,833",508,11.48,18,01/2025
10552,ΚΕΝΤΡΟ,"Κλάση A",240,12901,0.02,598,01/2025
10552,ΚΕΝΤΡΟ,"Κλάση Β","1,417",5957,0.24,213,01/2025
10552,ΚΕΝΤΡΟ,"Κλάση Γ",927,1327,0.70,57,01/2025
10552,ΚΕΝΤΡΟ,"Κλάση Δ","3,216",1541,2.09,59,01/2025
10552,ΚΕΝΤΡΟ,"Κλάση Ε","57,333",265,216.35,12,01/2025
10552,ΨΥΡΡΗ,"Κλάση A",0,91,0.00,3,01/2025
10552,ΨΥΡΡΗ,"Κλάση Β",9,33,0.29,2,01/2025
10553,ΚΕΝΤΡΟ,"Κλάση A",77,3218,0.02,111,01/2025
10553,ΚΕΝΤΡΟ,"Κλάση Β",311,1439,0.22,56,01/2025
10553,ΚΕΝΤΡΟ,"Κλάση Γ",136,204,0.67,12,01/2025
10553,ΚΕΝΤΡΟ,"Κλάση Δ",204,143,1.43,6,01/2025
10553,ΚΕΝΤΡΟ,"Κλάση Ε","1,362",111,12.27,4,01/2025
10553,ΚΕΡΑΜΕΙΚΟΣ,"Κλάση A",57,2846,0.02,98,01/2025
10553,ΚΕΡΑΜΕΙΚΟΣ,"Κλάση Β",390,1552,0.25,59,01/2025
10553,ΚΕΡΑΜΕΙΚΟΣ,"Κλάση Γ",359,527,0.68,21,01/2025
10553,ΚΕΡΑΜΕΙΚΟΣ,"Κλάση Δ",593,349,1.70,15,01/2025
10553,ΚΕΡΑΜΕΙΚΟΣ,"Κλάση Ε",764,91,8.39,3,01/2025
10553,ΨΥΡΡΗ,"Κλάση A",212,9399,0.02,326,01/2025
10553,ΨΥΡΡΗ,"Κλάση Β","2,230",8988,0.25,321,01/2025
10553,ΨΥΡΡΗ,"Κλάση Γ","1,192",1748,0.68,76,01/2025
10553,ΨΥΡΡΗ,"Κλάση Δ",647,344,1.88,27,01/2025
10553,ΨΥΡΡΗ,"Κλάση Ε",430,66,6.51,4,01/2025
10554,ΚΕΝΤΡΟ,"Κλάση A",59,2288,0.03,79,01/2025
10554,ΚΕΝΤΡΟ,"Κλάση Β",419,1850,0.23,66,01/2025
10554,ΚΕΝΤΡΟ,"Κλάση Γ",377,566,0.67,22,01/2025
10554,ΚΕΝΤΡΟ,"Κλάση Δ","1,531",652,2.35,25,01/2025
10554,ΚΕΝΤΡΟ,"Κλάση Ε",204,36,5.66,3,01/2025
10554,ΨΥΡΡΗ,"Κλάση A",314,15646,0.02,541,01/2025
10554,ΨΥΡΡΗ,"Κλάση Β","2,841",11426,0.25,444,01/2025
10554,ΨΥΡΡΗ,"Κλάση Γ","2,318",3331,0.70,155,01/2025
10554,ΨΥΡΡΗ,"Κλάση Δ","8,353",4047,2.06,154,01/2025
10554,ΨΥΡΡΗ,"Κλάση Ε","2,119",291,7.28,14,01/2025
10555,ΚΕΝΤΡΟ,"Κλάση A",25,1042,0.02,36,01/2025
10555,ΚΕΝΤΡΟ,"Κλάση Β",155,561,0.28,24,01/2025
10555,ΚΕΝΤΡΟ,"Κλάση Γ",142,217,0.65,10,01/2025
10555,ΚΕΝΤΡΟ,"Κλάση Δ","1,449",560,2.59,22,01/2025
10555,ΚΕΝΤΡΟ,"Κλάση Ε","1,721",193,8.91,9,01/2025
10555,ΜΟΝΑΣΤΗΡΑΚΙ,"Κλάση A",62,1853,0.03,66,01/2025
10555,ΜΟΝΑΣΤΗΡΑΚΙ,"Κλάση Β",315,1337,0.24,50,01/2025
10555,ΜΟΝΑΣΤΗΡΑΚΙ,"Κλάση Γ",411,533,0.77,23,01/2025
10555,ΜΟΝΑΣΤΗΡΑΚΙ,"Κλάση Δ","1,260",586,2.15,27,01/2025
10555,ΠΛΑΚΑ,"Κλάση A",64,2270,0.03,81,01/2025
10555,ΠΛΑΚΑ,"Κλάση Β",497,1889,0.26,74,01/2025
10555,ΠΛΑΚΑ,"Κλάση Γ",313,467,0.67,23,01/2025
10555,ΠΛΑΚΑ,"Κλάση Δ","3,264",1241,2.63,48,01/2025
10555,ΠΛΑΚΑ,"Κλάση Ε","1,361",171,7.96,8,01/2025
10556,ΚΕΝΤΡΟ,"Κλάση Β",21,93,0.22,3,01/2025
10556,ΚΕΝΤΡΟ,"Κλάση Δ",701,341,2.05,11,01/2025
10556,ΠΛΑΚΑ,"Κλάση A",249,9146,0.03,317,01/2025
10556,ΠΛΑΚΑ,"Κλάση Β","1,744",7371,0.24,276,01/2025
10556,ΠΛΑΚΑ,"Κλάση Γ","1,152",1668,0.69,71,01/2025
10556,ΠΛΑΚΑ,"Κλάση Δ","2,133",1028,2.07,40,01/2025
10556,ΠΛΑΚΑ,"Κλάση Ε","4,865",301,16.16,11,01/2025
10557,ΖΑΠΠΕΙΟ,"Κλάση A",1,237,0.00,9,01/2025
10557,ΖΑΠΠΕΙΟ,"Κλάση Β",27,82,0.33,3,01/2025
10557,ΖΑΠΠΕΙΟ,"Κλάση Δ",625,228,2.74,8,01/2025
10557,ΚΕΝΤΡΟ,"Κλάση A",114,4603,0.02,154,01/2025
10557,ΚΕΝΤΡΟ,"Κλάση Β",729,2798,0.26,101,01/2025
10557,ΚΕΝΤΡΟ,"Κλάση Γ",570,814,0.70,30,01/2025
10557,ΚΕΝΤΡΟ,"Κλάση Δ","1,097",496,2.21,16,01/2025
10557,ΚΕΝΤΡΟ,"Κλάση Ε","3,535",217,16.29,7,01/2025
10557,ΠΛΑΚΑ,"Κλάση A",449,16287,0.03,556,01/2025
10557,ΠΛΑΚΑ,"Κλάση Β","2,757",11905,0.23,430,01/2025
10557,ΠΛΑΚΑ,"Κλάση Γ","1,239",1810,0.68,79,01/2025
10557,ΠΛΑΚΑ,"Κλάση Δ","4,573",2162,2.12,79,01/2025
10557,ΠΛΑΚΑ,"Κλάση Ε","4,954",417,11.88,15,01/2025
10558,ΑΘΗΝΑ,"Κλάση A",0,62,0.00,2,01/2025
10558,ΚΕΝΤΡΟ,"Κλάση A",60,1889,0.03,68,01/2025
10558,ΚΕΝΤΡΟ,"Κλάση Β",334,1521,0.22,58,01/2025
10558,ΚΕΝΤΡΟ,"Κλάση Γ",183,246,0.74,9,01/2025
10558,ΚΕΝΤΡΟ,"Κλάση Δ",125,64,1.95,3,01/2025
10558,ΠΛΑΚΑ,"Κλάση A",550,21619,0.03,757,01/2025
10558,ΠΛΑΚΑ,"Κλάση Β","4,664",19602,0.24,753,01/2025
10558,ΠΛΑΚΑ,"Κλάση Γ","2,425",3623,0.67,156,01/2025
10558,ΠΛΑΚΑ,"Κλάση Δ","3,608",1765,2.04,78,01/2025
10558,ΠΛΑΚΑ,"Κλάση Ε","2,096",123,17.04,10,01/2025
10559,ΚΕΝΤΡΟ,"Κλάση A",94,5518,0.02,179,01/2025
10559,ΚΕΝΤΡΟ,"Κλάση Β",657,2613,0.25,85,01/2025
10559,ΚΕΝΤΡΟ,"Κλάση Γ",854,1138,0.75,37,01/2025
10559,ΚΕΝΤΡΟ,"Κλάση Δ","1,731",1023,1.69,33,01/2025
10559,ΚΕΝΤΡΟ,"Κλάση Ε","1,008",124,8.13,4,01/2025
10559,ΠΛΑΚΑ,"Κλάση A",13,963,0.01,33,01/2025
10559,ΠΛΑΚΑ,"Κλάση Β",96,341,0.28,14,01/2025
10559,ΠΛΑΚΑ,"Κλάση Γ",74,111,0.66,5,01/2025
10559,ΠΛΑΚΑ,"Κλάση Δ",246,115,2.14,4,01/2025
10560,ΚΕΝΤΡΟ,"Κλάση A",263,9121,0.03,295,01/2025
10560,ΚΕΝΤΡΟ,"Κλάση Β","1,530",6541,0.23,211,01/2025
10560,ΚΕΝΤΡΟ,"Κλάση Γ",906,1271,0.71,41,01/2025
10560,ΚΕΝΤΡΟ,"Κλάση Δ","3,789",1822,2.08,59,01/2025
10560,ΚΕΝΤΡΟ,"Κλάση Ε","2,628",372,7.06,12,01/2025
10560,ΠΛΑΚΑ,"Κλάση A",3,341,0.01,11,01/2025
10560,ΠΛΑΚΑ,"Κλάση Β",18,93,0.20,3,01/2025
10561,ΚΕΝΤΡΟ,"Κλάση A",127,4833,0.03,159,01/2025
10561,ΚΕΝΤΡΟ,"Κλάση Β",740,3194,0.23,106,01/2025
10561,ΚΕΝΤΡΟ,"Κλάση Γ",669,992,0.67,33,01/2025
10561,ΚΕΝΤΡΟ,"Κλάση Δ","1,386",645,2.15,21,01/2025
10561,ΚΕΝΤΡΟ,"Κλάση Ε",654,99,6.60,4,01/2025
10562,ΚΕΝΤΡΟ,"Κλάση A",164,5270,0.03,345,01/2025
10562,ΚΕΝΤΡΟ,"Κλάση Β","1,300",5239,0.25,169,01/2025
10562,ΚΕΝΤΡΟ,"Κλάση Γ","1,165",1736,0.67,56,01/2025
10562,ΚΕΝΤΡΟ,"Κλάση Δ","2,436",1147,2.12,37,01/2025
10562,ΚΕΝΤΡΟ,"Κλάση Ε","3,745",310,12.08,10,01/2025
10563,ΚΕΝΤΡΟ,"Κλάση A",272,12579,0.02,443,01/2025
10563,ΚΕΝΤΡΟ,"Κλάση Β","2,001",8262,0.24,277,01/2025
10563,ΚΕΝΤΡΟ,"Κλάση Γ","1,225",1708,0.72,59,01/2025
10563,ΚΕΝΤΡΟ,"Κλάση Δ","4,528",2277,1.99,77,01/2025
10563,ΚΕΝΤΡΟ,"Κλάση Ε","4,425",505,8.76,18,01/2025
10563,ΠΛΑΚΑ,"Κλάση A",80,3161,0.03,109,01/2025
10563,ΠΛΑΚΑ,"Κλάση Β",504,2078,0.24,75,01/2025
10563,ΠΛΑΚΑ,"Κλάση Γ",533,758,0.70,28,01/2025
10563,ΠΛΑΚΑ,"Κλάση Δ","2,029",812,2.50,29,01/2025
10563,ΠΛΑΚΑ,"Κλάση Ε","1,887",259,7.28,10,01/2025
10564,ΑΘΗΝΑ,"Κλάση A",6,225,0.03,18,01/2025
10564,ΑΘΗΝΑ,"Κλάση Β",21,178,0.12,6,01/2025
10564,ΚΕΝΤΡΟ,"Κλάση A",103,7440,0.01,242,01/2025
10564,ΚΕΝΤΡΟ,"Κλάση Β",841,3100,0.27,100,01/2025
10564,ΚΕΝΤΡΟ,"Κλάση Γ",984,1364,0.72,44,01/2025
10564,ΚΕΝΤΡΟ,"Κλάση Δ","3,098",1674,1.85,54,01/2025
10564,ΚΕΝΤΡΟ,"Κλάση Ε","7,962",403,19.76,13,01/2025
10564,ΠΛΑΚΑ,"Κλάση A",14,945,0.01,31,01/2025
10564,ΠΛΑΚΑ,"Κλάση Β",75,372,0.20,12,01/2025
10564,ΠΛΑΚΑ,"Κλάση Γ",117,186,0.63,6,01/2025
10564,ΠΛΑΚΑ,"Κλάση Δ",247,62,3.98,2,01/2025
10671,ΖΑΠΠΕΙΟ,"Κλάση A",5,713,0.01,23,01/2025
10671,ΖΑΠΠΕΙΟ,"Κλάση Β",101,341,0.30,11,01/2025
10671,ΖΑΠΠΕΙΟ,"Κλάση Γ",114,186,0.61,6,01/2025
10671,ΖΑΠΠΕΙΟ,"Κλάση Δ",315,155,2.03,5,01/2025
10671,ΚΕΝΤΡΟ,"Κλάση A",192,6851,0.03,223,01/2025
10671,ΚΕΝΤΡΟ,"Κλάση Β",741,3596,0.21,116,01/2025
10671,ΚΕΝΤΡΟ,"Κλάση Γ",246,403,0.61,13,01/2025
10671,ΚΕΝΤΡΟ,"Κλάση Δ","1,081",558,1.94,18,01/2025
10671,ΚΟΛΩΝΑΚΙ,"Κλάση A",837,27187,0.03,877,01/2025
10671,ΚΟΛΩΝΑΚΙ,"Κλάση Β","3,167",14198,0.22,458,01/2025
10671,ΚΟΛΩΝΑΚΙ,"Κλάση Γ","1,149",1714,0.67,56,01/2025
10671,ΚΟΛΩΝΑΚΙ,"Κλάση Δ","1,977",1138,1.74,37,01/2025
10671,ΚΟΛΩΝΑΚΙ,"Κλάση Ε",786,124,6.34,4,01/2025
10672,ΚΕΝΤΡΟ,"Κλάση A",251,8773,0.03,283,01/2025
10672,ΚΕΝΤΡΟ,"Κλάση Β","1,211",5239,0.23,169,01/2025
10672,ΚΕΝΤΡΟ,"Κλάση Γ",479,744,0.64,24,01/2025
10672,ΚΕΝΤΡΟ,"Κλάση Δ",286,155,1.85,5,01/2025
10672,ΚΟΛΩΝΑΚΙ,"Κλάση A",973,31983,0.03,1033,01/2025
10672,ΚΟΛΩΝΑΚΙ,"Κλάση Β","5,300",23166,0.23,748,01/2025
10672,ΚΟΛΩΝΑΚΙ,"Κλάση Γ","1,412",2201,0.64,71,01/2025
10672,ΚΟΛΩΝΑΚΙ,"Κλάση Δ","1,694",899,1.88,29,01/2025
10672,ΚΟΛΩΝΑΚΙ,"Κλάση Ε","1,716",124,13.83,4,01/2025
10673,ΚΟΛΩΝΑΚΙ,"Κλάση A","1,501",52948,0.03,1709,01/2025
10673,ΚΟΛΩΝΑΚΙ,"Κλάση Β","7,481",32333,0.23,1043,01/2025
10673,ΚΟΛΩΝΑΚΙ,"Κλάση Γ","2,706",4076,0.66,132,01/2025
10673,ΚΟΛΩΝΑΚΙ,"Κλάση Δ","2,754",1426,1.93,46,01/2025
10673,ΚΟΛΩΝΑΚΙ,"Κλάση Ε","1,406",155,9.07,5,01/2025
10674,ΑΘΗΝΑ,"Κλάση A",335,13679,0.02,488,01/2025
10674,ΑΘΗΝΑ,"Κλάση Β","3,357",13052,0.26,479,01/2025
10674,ΑΘΗΝΑ,"Κλάση Γ","2,735",3986,0.69,155,01/2025
10674,ΑΘΗΝΑ,"Κλάση Δ","2,130",1347,1.58,54,01/2025
10674,ΑΘΗΝΑ,"Κλάση Ε",321,52,6.17,2,01/2025
10674,ΖΑΠΠΕΙΟ,"Κλάση A",36,1191,0.03,44,01/2025
10674,ΖΑΠΠΕΙΟ,"Κλάση Β",398,1732,0.23,62,01/2025
10674,ΖΑΠΠΕΙΟ,"Κλάση Γ",214,312,0.68,16,01/2025
10674,ΚΕΝΤΡΟ,"Κλάση A",39,992,0.04,33,01/2025
10674,ΚΕΝΤΡΟ,"Κλάση Β",303,1240,0.24,40,01/2025
10674,ΚΕΝΤΡΟ,"Κλάση Γ",192,279,0.69,9,01/2025
10674,ΚΕΝΤΡΟ,"Κλάση Δ",242,155,1.56,5,01/2025
10674,ΚΟΛΩΝΑΚΙ,"Κλάση A",381,12351,0.03,399,01/2025
10674,ΚΟΛΩΝΑΚΙ,"Κλάση Β","2,426",10062,0.24,325,01/2025
10674,ΚΟΛΩΝΑΚΙ,"Κλάση Γ","1,239",1798,0.69,58,01/2025
10674,ΚΟΛΩΝΑΚΙ,"Κλάση Δ",800,434,1.84,14,01/2025
10674,ΚΟΛΩΝΑΚΙ,"Κλάση Ε",421,62,6.78,2,01/2025
10674,"ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ","Κλάση A",21,1074,0.02,37,01/2025
10674,"ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ","Κλάση Β",211,856,0.25,30,01/2025
10674,"ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ","Κλάση Γ",116,160,0.72,7,01/2025
10675,ΑΘΗΝΑ,"Κλάση A",0,31,0.00,2,01/2025
10675,ΑΘΗΝΑ,"Κλάση Β",10,22,0.44,2,01/2025
10675,ΖΑΠΠΕΙΟ,"Κλάση A",0,186,0.00,6,01/2025
10675,ΖΑΠΠΕΙΟ,"Κλάση Δ",89,51,1.74,2,01/2025
10675,ΚΟΛΩΝΑΚΙ,"Κλάση A","1,528",47501,0.03,1537,01/2025
10675,ΚΟΛΩΝΑΚΙ,"Κλάση Β","8,981",37945,0.24,1229,01/2025
10675,ΚΟΛΩΝΑΚΙ,"Κλάση Γ","3,167",4779,0.66,159,01/2025
10675,ΚΟΛΩΝΑΚΙ,"Κλάση Δ","3,735",1922,1.94,64,01/2025
10675,ΚΟΛΩΝΑΚΙ,"Κλάση Ε","2,066",217,9.52,7,01/2025
10676,ΚΟΛΩΝΑΚΙ,"Κλάση A","1,465",48708,0.03,1580,01/2025
10676,ΚΟΛΩΝΑΚΙ,"Κλάση Β","10,211",44204,0.23,1428,01/2025
10676,ΚΟΛΩΝΑΚΙ,"Κλάση Γ","3,498",5358,0.65,175,01/2025
10676,ΚΟΛΩΝΑΚΙ,"Κλάση Δ","1,897",1066,1.78,35,01/2025
10676,ΚΟΛΩΝΑΚΙ,"Κλάση Ε",567,93,6.10,3,01/2025
10677,ΕΞΑΡΧΕΙΑ,"Κλάση A",50,1984,0.03,64,01/2025
10677,ΕΞΑΡΧΕΙΑ,"Κλάση Β",203,992,0.20,32,01/2025
10677,ΕΞΑΡΧΕΙΑ,"Κλάση Γ",161,248,0.65,8,01/2025
10677,ΕΞΑΡΧΕΙΑ,"Κλάση Δ",219,155,1.41,5,01/2025
10677,ΚΕΝΤΡΟ,"Κλάση A",95,4123,0.02,133,01/2025
10677,ΚΕΝΤΡΟ,"Κλάση Β",737,3021,0.24,98,01/2025
10677,ΚΕΝΤΡΟ,"Κλάση Γ",666,961,0.69,31,01/2025
10677,ΚΕΝΤΡΟ,"Κλάση Δ",581,403,1.44,13,01/2025
10677,ΚΕΝΤΡΟ,"Κλάση Ε","1,149",62,18.53,2,01/2025
10677,ΜΟΥΣΕΙΟ,"Κλάση A",5,682,0.01,22,01/2025
10677,ΜΟΥΣΕΙΟ,"Κλάση Β",10,62,0.17,2,01/2025
10677,ΜΟΥΣΕΙΟ,"Κλάση Δ",320,155,2.07,5,01/2025
10677,"ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ","Κλάση A",131,5425,0.02,175,01/2025
10677,"ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ","Κλάση Β",561,2356,0.24,76,01/2025
10677,"ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ","Κλάση Γ",191,310,0.62,10,01/2025
10677,"ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ","Κλάση Δ",469,248,1.89,8,01/2025
10677,ΣΤΡΕΦΗ,"Κλάση A",69,2139,0.03,69,01/2025
10677,ΣΤΡΕΦΗ,"Κλάση Β",350,1457,0.24,47,01/2025
10677,ΣΤΡΕΦΗ,"Κλάση Γ",110,155,0.71,5,01/2025
10677,ΣΤΡΕΦΗ,"Κλάση Δ",77,62,1.24,2,01/2025
10678,ΕΞΑΡΧΕΙΑ,"Κλάση A",285,10897,0.03,354,01/2025
10678,ΕΞΑΡΧΕΙΑ,"Κλάση Β",829,4050,0.20,131,01/2025
10678,ΕΞΑΡΧΕΙΑ,"Κλάση Γ",389,589,0.66,19,01/2025
10678,ΕΞΑΡΧΕΙΑ,"Κλάση Δ",955,434,2.20,14,01/2025
10678,ΚΕΝΤΡΟ,"Κλάση A",316,12135,0.03,394,01/2025
10678,ΚΕΝΤΡΟ,"Κλάση Β","1,019",4585,0.22,148,01/2025
10678,ΚΕΝΤΡΟ,"Κλάση Γ",909,1364,0.67,44,01/2025
10678,ΚΕΝΤΡΟ,"Κλάση Δ","1,141",558,2.04,18,01/2025
10678,ΣΤΡΕΦΗ,"Κλάση A",30,1457,0.02,47,01/2025
10678,ΣΤΡΕΦΗ,"Κλάση Β",93,341,0.27,11,01/2025
10678,ΣΤΡΕΦΗ,"Κλάση Γ",108,155,0.70,5,01/2025
10678,ΣΤΡΕΦΗ,"Κλάση Δ",135,62,2.17,2,01/2025
10679,ΕΞΑΡΧΕΙΑ,"Κλάση A",60,2666,0.02,86,01/2025
10679,ΕΞΑΡΧΕΙΑ,"Κλάση Β",122,589,0.21,19,01/2025
